Im Filialzielbestand bis spätestens;Quelle;Product Type;Product Mandator Country Id;Product Id; Einkaufspreis (teilweise Lagerwert) ;Stück pro Filiale;Bemerkungen;Einkaufswert;;Verfügbarkeit;Anpassung der Anzahl;;;Legende:
24.05.2024;;PC Gehäuse;TG4 RGB (ATX);10913288; CHF 55.66 ;1;; CHF 55.66 ;AJ;;;;;
24.05.2024;;PC Gehäuse;"Pure Base 500 (ATX; mATX; Mini ITX)";11908097; CHF 63.21 ;1;; CHF 63.21 ;AJ;;;;;
;;PC Gehäuse;"MasterBoX Q300L (mATX; Mini ITX)";8261151; CHF 37.79 ;1;; CHF 37.79 ;AJ;;;;;
24.05.2024;;PC Lautsprecher;GigaWorks T40 Series II;213730; CHF 96.02 ;1;; CHF 96.02 ;AJ;;;;;
24.05.2024;;PC Lüfter;"UNI FAN SL-INF 120 (120 mm; 3 x)";21233128; CHF 75.01 ;1;; CHF 75.01 ;AJ;;;;;
24.05.2024;;PC Lüfter;"P12 PST Value Pack (120 mm; 5 x)";13177811; CHF 16.02 ;1;; CHF 16.02 ;AJ;;;;;
24.05.2024;;PC Lüfter;"NF-A12X25 PWM chromax.black.swap (120 mm; 1 x)";16827137; CHF 26.82 ;1;; CHF 26.82 ;AJ;;;;;
;;PC Lüfter;"Silent Wings 4 Pro PWM Lüfter (120 mm; 1 x)";21464810; CHF 20.95 ;1;; CHF 20.95 ;AJ;;;;;
24.05.2024;;PC Netzteil;RM1000X (1000 W);15626047; CHF 146.46 ;1;; CHF 146.46 ;AJ;;;;;
24.05.2024;;PC Netzteil;Dark Power 13 (850 W);23807064; CHF 198.87 ;1;; CHF 198.87 ;AJ;;;;;
;;PC Netzteil;RM850 2021er (850 W);16219866; CHF 99.23 ;1;; CHF 99.23 ;AJ;;;;;
;;PC Netzteil;GP-UD750GM (750 W);21018422; CHF 67.76 ;1;; CHF 67.76 ;AJ;;;;;
;;PC Netzteil;System Power 10 (650 W);22893328; CHF 46.92 ;1;; CHF 46.92 ;AJ;;;;;
;;PC Netzteil;Straight Power 12 Platinum (1000 W);36228049; CHF 156.28 ;1;; CHF 156.28 ;AJ;;;;;
;;PC Netzteil;RM850x SHIFT 80 PLUS Gold (850 W);24021666; CHF 109.37 ;1;; CHF 109.37 ;AJ;;;;;
;;PC Netzteil;Straight Power 11 Gold (750 W);7478791; CHF 97.41 ;1;; CHF 97.41 ;AJ;;;;;
24.05.2024;;Powerbank;"Sprint Go (20000 mAh; 65 W)";20952748; CHF 39.88 ;1;; CHF 39.88 ;AJ;;;;;
;;Powerbank;"PowerCore III Sense 20K (20000 mAh; 20 W; 74 Wh)";21017631; CHF 35.66 ;1;; CHF 35.66 ;AJ;;;;;
;;Powerbank;"Mi Power Bank (20000 mAh; 50 W; 74 Wh)";20246632; CHF 35.16 ;1;; CHF 35.16 ;AJ;;;;;
24.05.2024;;Powerline;Magic 2 WiFi 6 Starter Kit (2400 Mbit/s);17236481; CHF 204.66 ;1;; CHF 204.66 ;AJ;;;;;
24.05.2024;;Powerline;Magic 2 WiFi next Starter Kit (2400 Mbit/s);13338256; CHF 176.62 ;1;; CHF 176.62 ;AJ;;;;;
24.05.2024;;Powerline;Gigabit Kit TL-PA7017 KIT (1000 Mbit/s);12090510; CHF 31.56 ;1;; CHF 31.56 ;AJ;;;;;
;;Powerline;TL-WPA7617 KIT (1200 Mbit/s);24389185; CHF 52.29 ;1;; CHF 52.29 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Prozessor;Ryzen 5 5600X;13987919; CHF 267.11 ;1;; CHF 267.11 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Prozessor;Ryzen 7 5800X;13987918; CHF 388.25 ;1;; CHF 388.25 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Prozessor;Ryzen 9 5950X;13987916; CHF 716.00 ;1;; CHF 716.00 ;AJ;;;;;
24.05.2024;;Prozessor;"Ryzen 5 5600G (AM4; 3.90 GHz; 6 -Core)";16242475; CHF 219.33 ;1;; CHF 219.33 ;AJ;;;;;
24.05.2024;;Prozessor;"Ryzen 7 5700G (AM4; 3.80 GHz; 8 -Core)";16242474; CHF 313.88 ;1;; CHF 313.88 ;AJ;;;;;
24.05.2024;;Prozessor;"Ryzen 9 7950X (AM5; 4.50 GHz; 16 -Core)";21918730; CHF 507.26 ;1;; CHF 507.26 ;AJ;;;;;
24.05.2024;;Prozessor;"Ryzen 7 7700X (AM5; 4.50 GHz; 8 -Core)";21895650; CHF 348.83 ;1;; CHF 348.83 ;AJ;;;;;
24.05.2024;;Prozessor;"Ryzen 9 7900X (AM5; 4.70 GHz; 12 -Core)";21918729; CHF 488.69 ;1;; CHF 488.69 ;AJ;;;;;
24.05.2024;;Prozessor;"Core i7-12700K (LGA 1700; 3.60 GHz; 12 -Core)";16552821; CHF 287.54 ;1;; CHF 287.54 ;AJ;;;;;
24.05.2024;;Prozessor;"Core i5-12400F (LGA 1700; 2.50 GHz; 6 -Core)";18321458; CHF 129.96 ;1;; CHF 129.96 ;AJ;;;;;
24.05.2024;;Prozessor;"Ryzen 5 7600X (AM5; 4.70 GHz; 6 -Core)";21895649; CHF 199.40 ;1;; CHF 199.40 ;AJ;;;;;
24.05.2024;;Prozessor;"Ryzen 9 5900X (AM4; 3.70 GHz; 12 -Core)";13987917; CHF 273.65 ;1;; CHF 273.65 ;AJ;;;;;
;;Prozessor;"Core i7-14700K (LGA 1700; 3.40 GHz; 20 -Core)";38738119; CHF 341.90 ;1;; CHF 341.90 ;AJ;;;;;
;;Prozessor;"Core i9-14900K (LGA 1700; 3.20 GHz; 24 -Core)";38738117; CHF 486.48 ;1;; CHF 486.48 ;AJ;;;;;
;;Prozessor;"Ryzen 7 5700X (AM4; 3.40 GHz; 8 -Core)";20147161; CHF 133.80 ;1;; CHF 133.80 ;AJ;;;;;
24.05.2024;;RAM;"FURY Beast (2 x 16GB; DDR5-5200; DIMM 288 pin)";17272754; CHF 227.66 ;1;; CHF 227.66 ;AJ;;;;;
24.05.2024;;RAM;"Laptop Memory (1 x 8GB; 3200 MHz; DDR4-RAM; SO-DIMM)";13582788; CHF 15.75 ;1;; CHF 15.75 ;AJ;;;;;
24.05.2024;;RAM;"Laptop Memory (2 x 8GB; 3200 MHz; DDR4-RAM; SO-DIMM)";13636976; CHF 32.27 ;1;; CHF 32.27 ;AJ;;;;;
24.05.2024;;RAM;"Laptop Memory (2 x 16GB; 3200 MHz; DDR4-RAM; SO-DIMM)";13500791; CHF 64.64 ;1;; CHF 64.64 ;AJ;;;;;
24.05.2024;;RAM;"Laptop Memory (1 x 16GB; 3200 MHz; DDR4-RAM; SO-DIMM)";13913198; CHF 29.85 ;1;; CHF 29.85 ;AJ;;;;;
24.05.2024;;RAM;"Vengeance (2 x 16GB; 5600 MHz; DDR5-RAM; DIMM)";17809464; CHF 108.72 ;1;; CHF 108.72 ;AJ;;;;;
24.05.2024;;RAM;"Vengeance RGB Pro (2 x 16GB; 3600 MHz; DDR4-RAM; DIMM)";12513501; CHF 79.80 ;1;; CHF 79.80 ;AJ;;;;;
24.05.2024;;RAM;"Vengeance LPX (2 x 16GB; 3600 MHz; DDR4-RAM; DIMM)";12509401; CHF 67.46 ;1;; CHF 67.46 ;AJ;;;;;
24.05.2024;;RAM;"Vengeance LPX (2 x 16GB; 3200 MHz; DDR4-RAM; DIMM)";11388204; CHF 63.36 ;1;; CHF 63.36 ;AJ;;;;;
24.05.2024;;RAM;"FURY Impact (2 x 16GB; 3200 MHz; DDR4-RAM; SO-DIMM)";16238114; CHF 56.71 ;1;; CHF 56.71 ;AJ;;;;;
24.05.2024;;RAM;"FURY Impact (2 x 32GB; 3200 MHz; DDR4-RAM; SO-DIMM)";16238116; CHF 110.28 ;1;; CHF 110.28 ;AJ;;;;;
24.05.2024;;RAM;"FURY Beast (2 x 32GB; 5600 MHz; DDR5-RAM; DIMM)";20929817; CHF 168.09 ;1;; CHF 168.09 ;AJ;;;;;
24.05.2024;;RAM;"FURY Beast (2 x 32GB; 3200 MHz; DDR4-RAM; DIMM)";16234737; CHF 109.92 ;1;; CHF 109.92 ;AJ;;;;;
24.05.2024;;RAM;"Fury Beast (2 x 32GB; 6000 MHz; DDR5-RAM; DIMM)";23796491; CHF 216.38 ;1;; CHF 216.38 ;AJ;;;;;
24.05.2024;;RAM;"Trident Z5 RGB (2 x 32GB; 6000 MHz; DDR5-RAM; DIMM)";21038645; CHF 293.98 ;1;; CHF 293.98 ;AJ;;;;;
24.05.2024;;RAM;"Trident Z5 RGB (2 x 32GB; 6400 MHz; DDR5-RAM; DIMM)";22822882; CHF 282.39 ;1;; CHF 282.39 ;AJ;;;;;
24.05.2024;;RAM;"Trident Z5 RGB (2 x 16GB; 6400 MHz; DDR5-RAM; DIMM)";18510367; CHF 140.77 ;1;; CHF 140.77 ;AJ;;;;;
;;RAM;"Laptop Memory (1 x 32GB; 3200 MHz; DDR4-RAM; SO-DIMM)";14174089; CHF 51.29 ;1;; CHF 51.29 ;AJ;;;;;
;;RAM;"D4NESO-2666-4G (1 x 4GB; 2666 MHz; DDR4-RAM; SO-DIMM)";11908371; CHF 66.67 ;1;; CHF 66.67 ;AJ;;;;;
;;RAM;"FURY Beast (2 x 16GB; 3200 MHz; DDR4-RAM; DIMM)";16234795; CHF 57.01 ;1;; CHF 57.01 ;AJ;;;;;
;;RAM;"CT16G48C40S5 (1 x 16GB; 4800 MHz; DDR5-RAM; SO-DIMM)";21582250; CHF 33.53 ;1;; CHF 33.53 ;AJ;;;;;
;;RAM;"Laptop Memory (2 x 32GB; 3200 MHz; DDR4-RAM; SO-DIMM)";14174088; CHF 117.56 ;1;; CHF 117.56 ;AJ;;;;;
;;RAM;"Trident Z5 RGB (2 x 16GB; 6400 MHz; DDR5-RAM; DIMM)";18761189; CHF 105.00 ;1;; CHF 105.00 ;AJ;;;;;
24.05.2024;;Rasierapparat;Series 3;5338804; CHF 56.66 ;1;; CHF 56.66 ;AJ;;;;;
24.05.2024;;Rasierapparat;Glatzen Rasierer RX7 Ultimate Series;22615068; CHF 53.23 ;1;; CHF 53.23 ;AJ;;;;;
;;Rasierapparat;Series 7000;9700005; CHF 49.19 ;1;; CHF 49.19 ;AJ;;;;;
;;Rasierapparat;Ladyshaver;22762450; CHF 24.74 ;1;; CHF 24.74 ;AJ;;;;;
;;Rasierapparat;Series 5 ;21384147; CHF 69.13 ;1;; CHF 69.13 ;AJ;;;;;
24.05.2024;;Reiseadapter;Pro+ Usb;14490202; CHF 29.26 ;1;; CHF 29.26 ;AJ;;;;;
24.05.2024;;Reiseadapter;Adapter D/CH;220005; CHF 2.96 ;2;; CHF 5.92 ;AJ;;;;;
24.05.2024;;Router;Archer AX73;15681405; CHF 103.83 ;1;; CHF 103.83 ;AJ;;;;;
24.05.2024;;Router;Fritz! 1200 AX;17882909; CHF 71.26 ;1;; CHF 71.26 ;AJ;;;;;
24.05.2024;;Router;FRITZ!Box 6850 International;16771721; CHF 401.44 ;1;; CHF 401.44 ;AJ;;;;;
24.05.2024;;Router;TL-MR6400;6078813; CHF 49.47 ;1;; CHF 49.47 ;AJ;;;;;
24.05.2024;;Router;Archer MR600;11417317; CHF 87.12 ;1;; CHF 87.12 ;AJ;;;;;
24.05.2024;;Router;M7350;5615329; CHF 52.11 ;1;; CHF 52.11 ;AJ;;;;;
24.05.2024;;Router;Deco E4 WLAN Mesh 3er Set (AC1200);11820777; CHF 70.40 ;1;; CHF 70.40 ;AJ;;;;;
24.05.2024;;Router;Deco M4 AC1200 Dualband WLAN Mesh 3-pack;11776148; CHF 100.68 ;1;; CHF 100.68 ;AJ;;;;;
24.05.2024;;Router;RT-AX58U;12279542; CHF 75.45 ;1;; CHF 75.45 ;AJ;;;;;
24.05.2024;;Router;Mesh-System ZenWiFi AX Mini (XD4) 3 Pack;14025888; CHF 175.17 ;1;; CHF 175.17 ;AJ;;;;;
24.05.2024;;Router;MU5001 HyperMobile;21480188; CHF 229.50 ;1;; CHF 229.50 ;AJ;;;;;
;;Router;MC801A;24531857; CHF 207.73 ;1;; CHF 207.73 ;AJ;;;;;
;;Router;Deco XE75;20916427; CHF 287.58 ;1;; CHF 287.58 ;AJ;;;;;
;;Router;TL-WR802N;5615380; CHF 15.74 ;1;; CHF 15.74 ;AJ;;;;;
;;Router;Archer MR200 V5.2;5633693; CHF 50.53 ;1;; CHF 50.53 ;AJ;;;;;
24.05.2024;;Siebträgermaschine;the Barista Pro;12010015; CHF 470.63 ;1;; CHF 470.63 ;AJ;;;;;
;;Siebträgermaschine;Dedica ;6299440; CHF 157.24 ;1;; CHF 157.24 ;AJ;;;;;
;;Siebträgermaschine;La Specialista Arte;18863814; CHF 392.35 ;1;; CHF 392.35 ;AJ;;;;;
24.05.2024;Top 1000 Artikel;Smart Speaker;HomePod mini;14352662; CHF 78.80 ;1;; CHF 78.80 ;AJ;;;;;
24.05.2024;;Smart Speaker;Nest Hub (2 Gen.) (Google Assistant);15754146; CHF 39.48 ;1;; CHF 39.48 ;AJ;;;;;
24.05.2024;;Smart Speaker;Echo Dot (5. Gen.) (Amazon Alexa);23204251; CHF 32.09 ;1;; CHF 32.09 ;AJ;;;;;
24.05.2024;;Smart Speaker;Nest Audio (Google Assistant);14144835; CHF 48.89 ;1;; CHF 48.89 ;AJ;;;;;
24.05.2024;;Smart Speaker;Mi Smart Speaker (Google Assistant);14751768; CHF 30.75 ;1;; CHF 30.75 ;AJ;;;;;
;;Smart Speaker;"Nest Mini Gen 2 (Google Assistant; IFTTT)";12307070; CHF 33.21 ;1;; CHF 33.21 ;AJ;;;;;
10.09.2024;;Smartphone;"iPhone 15 (128 GB; Black; 6.10""; SIM + eSIM; 48 Mpx; 5G)";38606678; CHF 728.15 ;1;; CHF 728.15 ;AJ;;;;;
10.09.2024;;Smartphone;"iPhone 15 (128 GB; Blue; 6.10""; SIM + eSIM; 48 Mpx; 5G)";38606681; CHF 728.15 ;1;; CHF 728.15 ;AJ;;;;;
10.09.2024;;Smartphone;"iPhone 15 (256 GB; Black; 6.10""; SIM + eSIM; 48 Mpx; 5G)";38606683; CHF 822.52 ;1;; CHF 822.52 ;AJ;;;;;
10.09.2024;;Smartphone;"iPhone 15 (256 GB; Blue; 6.10""; SIM + eSIM; 48 Mpx; 5G)";38606686; CHF 822.52 ;1;; CHF 822.52 ;AJ;;;;;
10.09.2024;;Smartphone;"iPhone 15 Plus (128 GB; Blue; 6.70""; SIM + eSIM; 48 Mpx; 5G)";38606696; CHF 813.88 ;1;; CHF 813.88 ;AJ;;;;;
10.09.2024;;Smartphone;"iPhone 15 Plus (256 GB; Black; 6.70""; SIM + eSIM; 48 Mpx; 5G)";38606698; CHF 908.26 ;1;; CHF 908.26 ;AJ;;;;;
10.09.2024;;Smartphone;"iPhone 15 Plus (256 GB; Blue; 6.70""; SIM + eSIM; 48 Mpx; 5G)";38606701; CHF 908.26 ;1;; CHF 908.26 ;AJ;;;;;
;;Smartphone;"Galaxy S24 (256 GB; Onyx Black; 6.20""; SIM + eSIM; 50 Mpx; 5G)";41969647; CHF 740.64 ;1;; CHF 740.64 ;AJ;;;;;
;;Smartphone;"Galaxy S24 (256 GB; Marble Gray; 6.20""; SIM + eSIM; 50 Mpx; 5G)";41969648; CHF 740.64 ;1;; CHF 740.64 ;AJ;;;;;
;;Smartphone;"Galaxy S24 (256 GB; Amber Yellow; 6.20""; SIM + eSIM; 50 Mpx; 5G)";41969650; CHF 740.64 ;1;; CHF 740.64 ;AJ;;;;;
;;Smartphone;"Galaxy S24+ (512 GB; Onyx Black; 6.70""; Dual SIM; 50 Mpx; 5G)";41969655; CHF 973.33 ;1;; CHF 973.33 ;AJ;;;;;
;;Smartphone;"Galaxy S24+ (512 GB; Cobalt Violet; 6.70""; Dual SIM; 50 Mpx; 5G)";41969657; CHF 973.33 ;1;; CHF 973.33 ;AJ;;;;;
;;Smartphone;"Galaxy S24 Ultra (512 GB; Titanium Black; 6.80""; Dual SIM; 200 Mpx; 5G)";41969663;" CHF 1;193.73 ";1;;" CHF 1;193.73 ";AJ;;;;;
;;Smartphone;"Galaxy S24 Ultra (512 GB; Titanium Gray; 6.80""; Dual SIM; 200 Mpx; 5G)";41969664;" CHF 1;193.73 ";1;;" CHF 1;193.73 ";AJ;;;;;
;;Smartphone;"Galaxy S24 Ultra (512 GB; Titanium Violet; 6.80""; Dual SIM; 200 Mpx; 5G)";41969665;" CHF 1;193.73 ";1;;" CHF 1;193.73 ";AJ;;;;;
;;Smartphone;"Galaxy S24 Ultra (512 GB; Titanium Yellow; 6.80""; Dual SIM; 200 Mpx; 5G)";41969666;" CHF 1;193.73 ";1;;" CHF 1;193.73 ";AJ;;;;;
;;Smartphone;"Galaxy A55 (256 GB; Awesome Navy; 6.60""; SIM + eSIM; 50 Mpx; 5G)";43303735; CHF 404.46 ;2;; CHF 808.92 ;AJ;;;;;
;;Smartphone;"Galaxy A55 (128 GB; Awesome Navy; 6.60""; SIM + eSIM; 50 Mpx; 5G)";43303731; CHF 368.88 ;2;; CHF 737.76 ;AJ;;;;;
;;Smartphone;"Galaxy A55 (128 GB; Awesome Iceblue; 6.60""; SIM + eSIM; 50 Mpx; 5G)";43303732; CHF 367.81 ;2;; CHF 735.62 ;AJ;;;;;
;;Smartphone;"Galaxy A55 (256 GB; Awesome Iceblue; 6.60""; SIM + eSIM; 50 Mpx; 5G)";43303736; CHF 404.46 ;2;; CHF 808.92 ;AJ;;;;;
;;Smartphone;"5 (256 GB; Mattschwarz; 6.46""; SIM + eSIM; 50 Mpx; 5G)";37118314; CHF 530.86 ;1;; CHF 530.86 ;AJ;;;;;
;;Smartphone;"14 Ultra (512 GB; Schwarz; 6.73""; Dual SIM; 50 Mpx; 5G)";43162283; CHF 980.26 ;1;; CHF 980.26 ;AJ;;;;;
;;Smartphone;"Redmi Note 13 Pro 5G (512 GB; Ocean Teal; 6.67""; Dual SIM; 200 Mpx; 5G)";41238082; CHF 261.00 ;1;; CHF 261.00 ;AJ;;;;;
;;Smartphone;"13T Pro (512 GB; Black; 6.67""; Dual SIM; 50 Mpx; 5G)";37627262; CHF 472.93 ;1;; CHF 472.93 ;AJ;;;;;
;;Smartphone;"Galaxy XCover7 (128 GB; Black; 6.60""; SIM + eSIM; 50 Mpx; 5G)";41903384; CHF 218.61 ;1;; CHF 218.61 ;AJ;;;;;
;;Smartphone;"Pixel 8a (256 GB; Obsidian; 6.10""; SIM + eSIM; 64 Mpx; 5G)";43296430; CHF 487.32 ;2;; CHF 974.64 ;AJ;;;;;
;;Smartphone;"Pixel 8a (128 GB; Porcelain; 6.10""; SIM + eSIM; 64 Mpx; 5G)";43296433; CHF 435.02 ;1;; CHF 435.02 ;AJ;;;;;
;;Smartphone;"Pixel 8a (128 GB; Bay; 6.10""; SIM + eSIM; 64 Mpx; 5G)";43296435; CHF 435.02 ;1;; CHF 435.02 ;AJ;;;;;
;;Smartphone;"Redmi Note 13 Pro 5G (256 GB; Midnight Black; 6.67""; SIM + eSIM; 200 Mpx; 5G)";40776129; CHF 218.75 ;1;; CHF 218.75 ;AJ;;;;;
;;Smartphone;"Redmi Note 13 Pro+ 5G (256 GB; Midnight Black; 6.67""; Dual SIM; 200 Mpx; 5G)";41216711; CHF 271.00 ;1;; CHF 271.00 ;AJ;;;;;
;;Smartphone;"iPhone 16 Pro (256 GB; Black Titanium; 6.30""; SIM + eSIM; 48 Mpx; 5G)";49221234; CHF 994.36 ;1;; CHF 994.36 ;AJ;;;;;
;;Smartphone;"iPhone 16 Pro (256 GB; Natural Titanium; 6.30""; SIM + eSIM; 48 Mpx; 5G)";49221237; CHF 994.36 ;1;; CHF 994.36 ;AJ;;;;;
;;Smartphone;"iPhone 16 Pro (256 GB; Desert Titanium; 6.30""; SIM + eSIM; 48 Mpx; 5G)";49221236; CHF 987.87 ;1;; CHF 987.87 ;AJ;;;;;
;;Smartphone;"iPhone 16 Pro (256 GB; White Titanium; 6.30""; SIM + eSIM; 48 Mpx; 5G)";49221235; CHF 994.36 ;1;; CHF 994.36 ;AJ;;;;;
;;Smartphone;"iPhone 16 Pro Max (256 GB; Natural Titanium; 6.90""; SIM + eSIM; 48 Mpx; 5G)";49221248;" CHF 1;073.82 ";1;;" CHF 1;073.82 ";AJ;;;;;
;;Smartphone;"iPhone 16 Pro Max (256 GB; Black Titanium; 6.90""; SIM + eSIM; 48 Mpx; 5G)";49221245;" CHF 1;073.82 ";1;;" CHF 1;073.82 ";AJ;;;;;
;;Smartphone;"iPhone 16 Pro Max (256 GB; Desert Titanium; 6.90""; SIM + eSIM; 48 Mpx; 5G)";49221247;" CHF 1;073.82 ";1;;" CHF 1;073.82 ";AJ;;;;;
;;Smartphone;"iPhone 16 Pro Max (256 GB; White Titanium; 6.90""; SIM + eSIM; 48 Mpx; 5G)";49221246;" CHF 1;073.82 ";1;;" CHF 1;073.82 ";AJ;;;;;
;;Smartphone;"iPhone 16 Pro Max (512 GB; Desert Titanium; 6.90""; SIM + eSIM; 48 Mpx; 5G)";49221251;" CHF 1;245.78 ";1;;" CHF 1;245.78 ";AJ;;;;;
;;Smartphone;"iPhone 16 Pro Max (512 GB; Black Titanium; 6.90""; SIM + eSIM; 48 Mpx; 5G) ";49221249;" CHF 1;245.78 ";1;;" CHF 1;245.78 ";AJ;;;;;
;;Smartphone;" iPhone 16 Pro (512 GB; Black Titanium; 6.30""; SIM + eSIM; 48 Mpx; 5G)";49221238;" CHF 1;167.45 ";1;;" CHF 1;167.45 ";AJ;;;;;
;;Smartphone;"iPhone 16 Pro (512 GB; Desert Titanium; 6.30""; SIM + eSIM; 48 Mpx; 5G)";49221240;" CHF 1;159.83 ";1;;" CHF 1;159.83 ";AJ;;;;;
;;Smartphone;"iPhone 16 (128 GB; Black; 6.10""; SIM + eSIM; 48 Mpx; 5G)";49221143; CHF 729.89 ;1;; CHF 729.89 ;AJ;;;;;
;;Smartphone;"iPhone 16 (256 GB; Black; 6.10""; SIM + eSIM; 48 Mpx; 5G)";49221148; CHF 815.90 ;1;; CHF 815.90 ;AJ;;;;;
;;Smartphone;"iPhone 16 Plus (128 GB; Black; 6.70""; SIM + eSIM; 48 Mpx; 5G)";49221215; CHF 815.84 ;1;; CHF 815.84 ;AJ;;;;;
;;Smartphone;"iPhone 16 Plus (256 GB; Black; 6.70""; SIM + eSIM; 48 Mpx; 5G)";49221220; CHF 901.84 ;1;; CHF 901.84 ;AJ;;;;;
;;Smartphone;"iPhone 16 (256 GB; Teal; 6.10""; SIM + eSIM; 48 Mpx; 5G) ";49221152; CHF 815.90 ;1;; CHF 815.90 ;AJ;;;;;
;;Smartphone;"iPhone 16 (256 GB; Ultramarine; 6.10""; SIM + eSIM; 48 Mpx; 5G)";49221151; CHF 821.33 ;1;; CHF 821.33 ;AJ;;;;;
;;Smartphone;"iPhone 16 (128 GB; Ultramarine; 6.10""; SIM + eSIM; 48 Mpx; 5G)";49221146; CHF 729.89 ;1;; CHF 729.89 ;AJ;;;;;
;;Smartphone;"iPhone 16 (128 GB; Teal; 6.10""; SIM + eSIM; 48 Mpx; 5G)";49221147; CHF 729.89 ;1;; CHF 729.89 ;AJ;;;;;
;;Smartphone;"iPhone 16 Plus (128 GB; Ultramarine; 6.70""; SIM + eSIM; 48 Mpx; 5G)";49221218; CHF 815.84 ;1;; CHF 815.84 ;AJ;;;;;
;;Smartphone;"iPhone 16 Plus (256 GB; Ultramarine; 6.70""; SIM + eSIM; 48 Mpx; 5G) ";49221223; CHF 907.85 ;1;; CHF 907.85 ;AJ;;;;;
;;Smartphone;"iPhone 16 Plus (256 GB; Teal; 6.70""; SIM + eSIM; 48 Mpx; 5G)";49221224; CHF 901.84 ;1;; CHF 901.84 ;AJ;;;;;
;;Smartphone;"iPhone 16 Plus (128 GB; Teal; 6.70""; SIM + eSIM; 48 Mpx; 5G)";49221219; CHF 815.92 ;1;; CHF 815.92 ;AJ;;;;;
;;Smartphone;"Galaxy A35 (256 GB; Awesome Navy; 6.60""; SIM + eSIM; 50 Mpx; 5G)";43303501;;1;; CHF -   ;AJ;;;;;
;;Smartphone;"Galaxy A35 (256 GB; Awesome Iceblue; 6.60""; SIM + eSIM; 50 Mpx; 5G)";43303502; CHF 214.79 ;1;; CHF 214.79 ;AJ;;;;;
;;Smartphone;"Galaxy A35 (128 GB; Awesome Navy; 6.60""; SIM + eSIM; 50 Mpx; 5G)";43303497; CHF 183.04 ;1;; CHF 183.04 ;AJ;;;;;
;;Smartphone;"Galaxy Z Fold6 (512 GB; Navy; 7.60""; SIM + eSIM; 50 Mpx; 5G) ";46980668;;1;; CHF -   ;AJ;;;;;
;;Smartphone;"Galaxy Z Fold6 (512 GB; Silver Shadow; 7.60""; SIM + eSIM; 50 Mpx; 5G)";46980667;;1;; CHF -   ;AJ;;;;;
;;Smartphone;"Galaxy Z Flip6 (256 GB; Silver Shadow; 6.70""; SIM + eSIM; 50 Mpx; 5G)";46980662;;1;; CHF -   ;AJ;;;;;
;;Smartphone;"Galaxy Z Flip6 (256 GB; Mint colour; 6.70""; SIM + eSIM; 50 Mpx; 5G)";46980663;;1;; CHF -   ;AJ;;;;;
;;Smartphone;"Galaxy Z Flip6 (256 GB; Blue; 6.70""; SIM + eSIM; 50 Mpx; 5G)";46980671;;1;; CHF -   ;AJ;;;;;
;;Smartphone;"Pixel 9 Pro XL (256 GB; Obsidian; 6.80""; SIM + eSIM; 50 Mpx; 5G)";47314342;" CHF 1;025.20 ";1;;" CHF 1;025.20 ";AJ;;;;;
;;Smartphone;"Pixel 9 Pro XL (256 GB; Hazel; 6.80""; SIM + eSIM; 50 Mpx; 5G)";47314341;" CHF 1;025.20 ";1;;" CHF 1;025.20 ";AJ;;;;;
;;Smartphone;"Pixel 9 (256 GB; Obsidian; 6.30""; Dual SIM; 50 Mpx; 5G) ";47313346; CHF 781.72 ;1;; CHF 781.72 ;AJ;;;;;
;;Smartphone;"Pixel 9 (256 GB; Wintergreen; 6.30""; Dual SIM; 50 Mpx; 5G)";47313349; CHF 781.72 ;1;; CHF 781.72 ;AJ;;;;;
;;Smartphone;"Pixel 9 (256 GB; Porcelain; 6.30""; Dual SIM; 50 Mpx; 5G)";47313348; CHF 781.72 ;1;; CHF 781.72 ;AJ;;;;;
;;Smartphone;"Pixel 9 Pro (256 GB; Hazel; 6.30""; Dual SIM; 50 Mpx; 5G)";47313982; CHF 903.46 ;1;; CHF 903.46 ;AJ;;;;;
;;Smartphone;"Pixel 9 Pro (256 GB; Obsidian; 6.30""; Dual SIM; 50 Mpx; 5G)";47313983; CHF 903.46 ;1;; CHF 903.46 ;AJ;;;;;
;;Smartphone;"Pixel 9 Pro (256 GB; Porcelain; 6.30""; Dual SIM; 50 Mpx; 5G)";47313984; CHF 903.46 ;1;; CHF 903.46 ;AJ;;;;;
;;Smartphone;"Pixel 9 Pro Fold (512 GB; Obsidian; 8""; SIM + eSIM; 48 Mpx; 5G)";47314378;" CHF 1;564.31 ";1;;" CHF 1;564.31 ";AJ;;;;;
;;Smartphone;"Pixel 9 Pro Fold (512 GB; Porcelain; 8""; SIM + eSIM; 48 Mpx; 5G)";47314379;" CHF 1;564.31 ";1;;" CHF 1;564.31 ";AJ;;;;;
;;Smartphone;"Phone (2a) Plus (256 GB; Grau; 6.70""; Dual SIM; 50 Mpx; 5G)";47718329; CHF 323.00 ;1;; CHF 323.00 ;AJ;;;;;
;;Smartphone;"Phone (2a) (256 GB; Schwarz; 6.70""; Dual SIM; 50 Mpx; 5G)";43072389; CHF 333.18 ;1;; CHF 333.18 ;AJ;;;;;
;;Smartphone;"Galaxy S25 Ultra (256 GB; Titanium Black; 6.90""; Dual SIM; 200 Mpx; 5G)";53993571;;1;;;AJ;;;;;
